# zone_key	sector_y	start_sector_x	sector_count
144	251	203	23
144	252	202	24
144	253	201	25
144	254	202	24
144	255	202	24
144	256	202	24
144	257	202	24
144	258	202	8
144	259	202	8
145	242	137	9
145	243	137	9
145	244	137	9
145	245	137	9
145	246	137	9
145	247	138	8
145	248	138	8
145	249	138	8
145	249	174	4
145	250	138	8
145	250	173	5
145	251	138	8
145	251	173	5
145	252	138	8
145	252	173	5
145	253	138	8
145	253	165	13
145	254	138	40
145	255	136	42
145	256	135	44
145	257	135	45
145	258	130	51
145	259	130	52
145	260	130	53
145	261	130	48
145	261	179	4
145	262	130	47
145	262	179	3
145	263	130	46
145	264	130	46
145	265	130	45
145	266	130	44
145	267	130	43
145	268	130	42
145	269	130	41
145	270	130	41
145	271	130	40
145	272	130	39
145	273	130	38
145	274	130	37
145	275	130	36
145	276	130	35
145	277	130	34
145	278	130	34
145	279	130	33
145	280	130	32
145	281	130	32
145	282	130	31
145	283	130	28
145	284	130	28
145	285	130	28
146	104	314	3
146	105	313	4
146	106	312	5
146	107	312	5
146	108	311	6
146	109	311	2
148	164	222	15
148	165	222	15
148	166	221	17
148	167	221	17
148	168	220	15
148	169	220	15
148	170	220	15
148	171	220	15
148	172	220	15
148	173	220	15
148	174	220	15
148	175	220	14
148	176	220	14
148	177	220	14
148	178	220	14
148	179	220	14
148	180	220	14
148	181	220	14
148	182	220	13
148	183	219	14
148	184	219	13
148	185	219	12
148	186	219	12
148	187	219	12
148	188	219	10
148	189	219	10
148	190	219	10
148	191	219	10
148	192	219	10
148	193	219	5
149	153	187	14
149	154	187	14
149	155	187	14
149	156	187	14
149	157	187	16
149	158	187	16
149	159	187	16
149	160	187	16
149	161	187	16
149	162	187	17
149	163	187	18
149	164	187	18
149	165	187	17
149	166	187	16
149	167	187	16
149	168	187	15
149	169	186	16
149	170	184	18
149	171	184	18
149	172	183	19
149	173	183	21
149	174	185	19
149	175	185	19
149	176	185	19
149	177	185	20
149	177	216	4
149	178	186	26
149	178	216	4
149	179	187	27
149	179	216	4
149	180	187	33
149	181	188	32
149	182	188	32
149	183	188	31
149	184	188	31
149	185	188	31
149	186	188	31
149	187	188	31
149	188	189	30
149	189	189	30
149	190	189	30
149	191	189	30
149	192	189	30
149	193	189	30
150	185	110	5
150	186	105	14
150	187	102	19
150	188	101	22
150	189	100	23
150	190	98	26
150	191	98	27
150	192	98	28
150	193	98	35
150	194	101	31
150	195	102	30
150	196	103	28
150	197	105	25
150	198	106	21
150	199	107	19
150	200	107	6
150	201	109	4
150	202	109	4
150	203	109	4
151	152	130	6
151	153	129	7
151	154	128	8
151	155	126	10
151	156	126	11
151	157	126	11
151	158	126	11
151	159	126	11
151	160	126	11
151	161	126	11
151	162	126	12
151	163	126	14
151	164	125	15
151	165	125	14
151	166	125	14
151	167	123	16
151	168	123	16
151	169	123	16
151	170	123	16
151	171	123	16
151	172	123	16
153	113	286	4
153	114	286	11
153	115	286	11
153	116	286	11
153	117	286	14
153	118	286	14
153	119	286	14
153	120	286	17
153	121	286	17
153	122	286	17
153	123	286	17
153	124	286	16
153	125	286	16
153	126	285	13
153	127	284	14
153	128	281	17
153	129	279	19
153	130	279	19
153	131	279	17
153	132	279	16
153	133	277	17
153	134	275	19
153	135	274	20
153	136	274	20
153	137	275	20
153	138	276	19
153	139	278	17
153	140	279	16
153	141	280	15
153	142	281	14
153	143	281	14
153	144	280	15
153	145	279	16
153	146	279	27
153	147	279	27
153	148	279	27
153	149	279	27
153	150	279	27
153	151	279	27
153	152	279	27
154	194	87	14
154	195	87	15
154	196	87	16
154	197	87	18
154	198	87	19
154	199	87	19
154	200	87	18
154	201	87	17
154	202	87	16
154	203	87	14
154	204	87	13
154	205	87	12
155	106	455	2
155	106	464	1
155	107	455	3
155	107	464	1
155	108	455	10
155	109	454	11
155	110	454	11
155	111	454	11
155	112	453	12
155	113	453	12
155	114	451	14
155	115	448	17
155	116	447	31
155	117	446	32
155	118	445	33
155	119	445	33
155	120	444	34
155	121	443	35
155	122	442	36
155	123	442	36
155	124	442	36
155	125	442	36
155	126	442	36
155	127	442	36
155	128	442	40
155	129	442	7
155	129	460	22
156	117	366	4
156	118	366	4
156	119	366	4
156	120	364	6
156	121	362	9
156	122	360	12
156	123	359	18
156	124	356	23
156	125	356	23
156	126	356	23
156	127	356	22
156	128	356	22
156	129	356	22
156	130	356	20
156	131	356	18
156	132	356	18
156	133	356	18
156	134	356	18
156	135	356	18
156	136	356	18
156	137	356	20
156	138	348	29
156	139	348	29
156	140	346	32
156	141	345	33
156	142	345	33
156	143	345	33
156	144	345	33
156	145	345	34
156	146	352	27
156	147	352	27
156	148	352	26
156	149	352	24
156	150	352	23
156	151	355	20
156	152	357	17
156	153	358	15
156	154	361	11
156	155	362	10
156	156	362	10
156	157	363	9
156	158	364	8
156	159	364	8
156	160	364	8
156	161	364	8
156	162	366	6
156	163	366	6
156	164	366	2
156	164	371	1
157	66	290	28
157	67	290	28
157	68	290	28
157	69	290	28
157	70	290	28
157	71	290	28
157	72	290	28
157	73	290	28
157	74	290	28
157	75	290	28
157	76	290	28
157	77	290	28
157	78	290	28
157	79	290	28
157	80	290	28
157	81	290	28
157	82	290	28
157	83	290	27
157	84	290	26
157	85	290	19
157	86	290	19
157	87	290	19
157	88	290	19
157	89	290	19
157	90	290	19
157	91	290	19
157	92	290	22
157	93	290	22
157	94	290	22
157	95	290	22
157	96	290	22
157	97	290	22
157	98	290	24
157	99	290	25
157	100	290	27
157	101	290	27
157	102	290	27
157	103	290	27
157	104	290	24
157	105	290	23
157	106	290	22
157	107	290	22
157	108	290	21
157	109	290	21
158	121	328	6
158	122	328	6
158	123	327	11
158	124	326	12
158	125	326	12
158	126	323	15
158	127	323	15
158	128	323	15
158	129	323	15
158	130	323	14
158	131	323	14
158	132	323	17
158	133	323	20
158	134	324	21
158	135	324	21
158	136	324	21
158	137	324	21
158	138	324	21
158	139	324	21
158	140	325	20
158	141	327	18
158	142	327	18
158	143	327	18
158	144	326	19
158	145	326	19
159	164	368	3
159	164	375	5
159	165	366	14
159	166	366	14
159	167	364	16
159	168	363	16
159	169	362	17
159	170	360	19
159	171	360	20
159	172	356	26
159	173	356	31
159	174	356	36
159	175	356	36
159	176	352	40
159	177	352	40
159	178	348	41
159	179	348	41
159	180	345	44
159	181	345	44
159	182	345	44
159	183	344	46
159	184	343	47
159	185	343	47
159	186	343	46
159	187	346	43
159	188	346	42
159	189	346	39
159	190	346	38
159	191	346	37
159	192	347	35
159	193	347	34
159	194	348	33
159	195	349	30
159	196	350	26
159	197	351	25
159	198	352	22
159	199	352	21
159	200	352	19
159	201	352	17
160	160	329	1
160	161	327	5
160	162	327	6
160	163	326	7
160	164	325	9
160	165	325	9
160	166	325	9
160	167	322	11
160	168	322	11
160	169	322	11
160	170	322	8
160	171	323	7
160	172	323	5
160	173	324	4
161	117	141	6
161	118	141	6
161	119	108	39
161	120	108	39
161	121	108	39
161	122	105	1
161	122	108	39
161	123	105	2
161	123	108	39
161	124	105	42
161	125	105	33
161	126	105	25
161	127	105	25
161	128	105	25
161	129	105	25
161	130	105	25
161	131	105	25
161	132	105	25
161	133	105	25
161	134	105	25
161	135	106	24
161	136	106	11
161	137	106	11
161	138	107	9
161	139	107	9
161	140	107	9
161	141	108	8
161	142	108	9
161	143	108	9
161	144	108	9
161	145	108	9
161	146	110	6
161	147	110	6
161	148	110	5
162	125	138	12
162	126	130	20
162	127	130	20
162	128	130	20
162	129	130	20
162	130	130	18
162	131	130	18
162	132	130	17
162	133	130	16
162	134	130	16
162	135	130	14
162	136	130	14
162	137	130	14
162	138	130	14
162	139	130	14
162	140	130	14
162	141	130	14
162	142	130	14
162	143	130	14
162	144	130	12
162	145	130	12
162	146	130	12
162	147	130	12
162	148	130	12
162	149	130	12
162	150	130	12
162	151	130	12
162	152	139	3
162	153	139	3
164	216	128	7
164	217	128	7
164	218	128	8
164	219	128	8
164	220	131	10
164	221	131	11
164	222	132	10
164	223	133	11
164	224	135	9
164	225	137	5
164	226	138	3
172	131	211	21
172	132	211	22
172	133	211	23
172	134	211	24
172	135	211	34
172	136	211	36
172	137	211	40
172	138	211	43
172	139	211	43
172	140	211	43
172	141	211	43
172	142	211	43
172	143	211	43
172	144	211	43
172	145	211	43
172	146	211	43
172	147	211	47
172	148	211	47
172	149	211	47
172	150	211	47
172	151	211	47
172	152	211	47
172	153	211	47
172	154	211	47
172	155	211	47
172	156	211	47
172	157	222	36
172	158	222	36
172	159	222	36
172	160	222	36
172	161	222	36
172	162	222	36
172	163	222	36
172	164	237	21
172	165	237	21
172	166	238	20
172	167	242	16
172	168	246	12
172	169	246	12
172	170	246	12
172	171	246	12
172	172	246	12
172	173	246	12
173	148	270	4
173	149	270	4
173	150	270	5
173	151	270	6
173	152	258	21
173	153	258	49
173	154	258	52
173	155	258	52
173	156	258	52
173	157	258	56
173	158	258	60
173	159	258	60
173	160	258	60
173	161	258	60
173	162	258	60
173	163	258	60
173	164	258	60
173	165	258	60
173	166	258	60
173	167	258	60
173	168	258	60
173	169	258	60
173	170	258	60
173	171	258	60
173	172	258	60
173	173	258	60
173	174	249	69
173	175	249	69
173	176	250	68
173	177	250	68
173	178	251	51
173	179	251	51
173	180	251	51
173	181	251	51
173	182	251	51
173	183	251	51
173	184	251	51
173	185	251	51
173	186	251	51
173	187	254	48
173	188	254	48
173	189	254	48
173	190	254	48
173	191	254	48
173	192	254	48
173	193	254	48
173	194	254	48
173	195	254	48
173	196	254	48
173	197	254	48
173	198	254	48
173	199	254	48
173	200	254	48
173	201	254	48
173	202	254	48
173	203	254	48
173	204	254	48
173	205	254	48
173	206	254	48
173	207	254	48
173	208	254	48
173	209	254	48
173	210	254	37
173	211	254	37
173	212	254	37
173	213	270	21
173	214	273	18
173	215	276	15
173	216	278	13
173	217	281	10
173	218	284	7
173	219	285	6
178	210	234	11
178	211	234	12
178	212	234	13
178	213	234	20
178	214	234	20
178	215	230	24
178	216	230	24
178	217	228	20
178	218	228	19
178	219	228	19
178	220	228	19
179	221	228	19
179	222	228	19
179	223	228	19
179	224	228	19
179	225	228	19
179	226	228	26
179	227	228	26
179	228	228	26
179	229	228	26
179	230	228	26
179	231	228	26
179	232	228	26
179	233	228	26
179	234	228	26
179	235	226	28
179	236	226	28
179	237	227	27
179	238	227	27
179	239	227	27
179	240	227	27
179	241	227	27
179	242	227	24
179	243	227	23
179	244	227	22
179	245	227	22
179	246	227	6
179	246	236	12
179	247	227	5
179	247	237	8
179	248	238	4
180	213	254	16
180	214	254	19
180	215	254	22
180	216	254	24
180	217	248	33
180	218	247	37
180	219	247	38
180	220	247	44
180	221	247	44
180	222	247	44
180	223	247	44
180	224	247	44
180	225	247	44
180	226	254	37
180	227	254	37
180	228	254	37
180	229	254	37
180	230	254	37
180	231	254	37
180	232	254	37
180	233	254	37
180	234	254	37
180	235	254	37
180	236	254	37
180	237	254	37
180	238	254	37
180	239	254	37
180	240	254	37
180	241	254	37
180	242	254	32
180	243	254	32
180	244	254	31
180	245	254	31
180	246	254	30
180	247	254	30
180	248	254	29
180	249	254	27
180	250	258	21
180	251	259	19
181	226	162	9
181	227	162	9
181	228	162	9
181	229	162	9
181	230	162	9
181	231	162	9
181	232	162	9
181	233	162	7
181	234	162	6
182	226	171	12
182	227	171	12
182	228	171	17
182	229	171	17
182	230	171	19
182	231	171	18
182	232	171	18
182	233	169	20
182	234	168	22
182	235	162	28
182	236	162	23
182	237	162	22
182	238	162	22
182	239	162	22
182	240	162	22
182	241	162	22
182	242	161	19
182	243	161	19
182	244	161	17
182	245	162	16
182	246	165	13
182	247	165	13
182	248	165	13
182	249	165	9
182	250	165	8
182	251	165	8
182	252	165	8
183	183	171	6
183	184	170	8
183	185	169	10
183	186	169	11
183	187	169	11
183	188	169	11
183	189	169	11
183	190	169	10
183	191	170	9
183	192	172	6
183	193	173	4
184	124	379	7
184	125	379	7
184	126	379	15
184	127	378	16
184	128	378	16
184	129	378	16
184	130	376	18
184	131	374	17
184	132	374	16
184	133	374	16
184	134	374	16
184	135	374	16
184	136	374	18
184	137	376	17
184	138	377	16
184	139	377	15
184	140	378	14
184	141	378	14
184	142	378	12
184	143	378	12
184	144	378	12
184	145	379	11
184	146	379	10
184	147	379	10
184	148	378	10
184	149	376	11
184	150	375	11
184	151	375	11
184	152	374	12
184	153	373	13
184	154	372	14
184	155	372	14
184	156	372	10
184	157	372	10
184	158	372	9
184	159	372	9
184	160	372	9
184	161	372	9
184	162	372	9
184	163	372	9
184	164	372	3
185	193	187	2
185	194	184	17
185	195	181	20
185	196	179	24
185	197	178	25
185	198	178	25
185	199	178	26
185	200	178	26
185	201	178	26
185	202	178	26
185	203	178	26
185	204	177	27
185	205	177	27
185	206	177	27
185	207	177	27
185	208	177	27
185	209	177	27
185	210	177	1
185	210	189	8
186	157	203	19
186	158	203	19
186	159	203	19
186	160	203	19
186	161	203	19
186	162	204	18
186	163	205	17
186	164	205	17
186	165	204	18
186	166	203	18
186	167	203	18
186	168	202	18
186	169	202	18
186	170	202	18
186	171	202	18
186	172	202	18
186	173	204	16
186	174	204	16
186	175	204	16
186	176	204	16
186	177	205	11
186	178	212	4
186	179	214	2
187	109	313	3
187	110	297	19
187	111	297	19
187	112	297	19
187	113	297	21
187	114	297	21
187	115	297	21
187	116	297	21
187	117	300	18
187	118	300	18
187	119	300	18
187	120	304	14
187	121	306	12
187	122	307	11
187	123	310	8
187	124	313	5
188	100	338	4
188	101	321	27
188	102	317	31
188	103	317	31
188	104	317	23
188	105	317	23
188	106	317	23
188	107	317	23
188	108	317	23
188	109	316	24
188	110	316	24
188	111	316	24
188	112	316	24
188	113	318	22
188	114	318	22
188	115	318	22
188	116	318	22
188	117	318	21
188	118	318	21
188	119	318	22
188	120	318	22
188	121	318	10
188	121	334	6
188	122	318	10
188	122	334	6
188	123	318	9
188	124	318	8
188	125	323	3
189	102	348	16
189	103	348	16
189	104	340	24
189	105	340	24
189	106	340	24
189	107	340	24
189	108	340	24
189	109	340	24
189	110	340	24
189	111	340	24
189	112	340	26
189	113	340	26
189	114	340	26
189	115	340	26
189	116	340	26
189	117	339	27
189	118	339	27
189	119	340	26
189	120	340	2
189	120	347	17
189	121	340	2
189	121	350	4
189	121	356	6
189	122	350	4
190	66	318	20
190	67	318	20
190	68	318	20
190	69	318	20
190	70	318	20
190	71	318	20
190	72	318	20
190	73	318	20
190	74	318	20
190	75	318	20
190	76	318	20
190	77	318	20
190	78	318	20
190	79	318	20
190	80	318	20
190	81	318	20
190	82	318	20
190	83	317	21
190	84	316	22
190	85	309	29
190	86	309	29
190	87	309	29
190	88	309	29
190	89	309	29
190	90	309	29
190	91	309	29
190	92	312	26
190	93	312	26
190	94	312	26
190	95	312	26
190	96	312	26
190	97	312	26
190	98	314	24
190	99	315	23
190	100	317	21
190	101	317	4
191	134	254	10
191	135	254	10
191	136	254	13
191	137	254	13
191	138	254	13
191	139	254	13
191	140	254	13
191	141	254	13
191	142	254	13
191	143	254	13
191	144	254	13
191	145	254	13
191	146	254	13
192	206	86	12
192	207	86	12
192	208	86	12
192	209	86	12
192	210	86	15
192	211	86	16
192	212	86	16
192	213	86	16
192	214	86	16
192	215	87	15
192	216	90	12
192	217	96	6
193	199	106	1
193	200	105	2
193	201	104	5
193	202	103	6
193	203	101	8
193	204	100	14
193	205	99	16
193	206	98	19
193	207	98	19
193	208	98	19
193	209	98	19
193	210	101	19
193	211	102	19
193	212	102	20
193	213	102	21
193	214	102	22
193	215	102	24
193	216	102	24
193	217	104	20
193	218	112	10
194	146	323	29
194	147	323	29
194	148	322	30
194	149	322	30
194	150	322	30
194	151	322	33
194	152	322	35
194	153	322	36
194	154	322	39
194	155	322	40
194	156	318	13
194	156	340	22
194	157	318	13
194	157	340	23
194	158	318	13
194	158	348	6
194	159	318	12
194	160	318	11
194	161	318	9
194	162	318	9
194	163	318	8
194	164	318	7
194	165	318	7
194	166	318	7
194	167	318	4
194	168	318	4
194	169	318	4
194	170	318	4
194	171	318	4
194	172	318	4
194	173	318	4
194	174	318	4
194	175	318	4
194	176	318	4
194	177	318	4
194	178	318	4
194	179	318	4
194	180	318	4
195	230	190	3
195	231	189	4
195	232	189	4
195	233	189	6
195	233	203	1
195	234	190	6
195	234	200	4
195	235	190	14
195	236	185	21
195	237	184	21
195	238	184	20
195	239	184	17
195	240	184	15
195	241	184	15
195	242	180	20
195	243	180	21
195	244	178	23
195	245	178	24
195	246	178	25
195	247	178	25
195	248	178	25
195	249	178	25
195	250	178	25
195	251	178	25
195	252	178	24
195	253	178	23
195	254	178	24
195	255	178	24
195	256	179	23
195	257	180	22
195	258	181	21
195	259	182	20
195	260	183	19
196	120	303	1
196	121	303	3
196	122	303	3
196	123	303	3
196	124	302	4
196	125	302	4
196	126	298	8
196	127	298	8
196	128	298	8
196	129	298	8
196	130	298	9
196	131	296	11
196	132	295	13
196	133	294	14
196	134	294	14
196	135	294	14
196	136	294	14
196	137	295	13
196	138	295	13
196	139	295	13
196	140	295	12
196	141	295	11
196	142	295	11
196	143	295	11
196	144	295	11
196	145	295	11
197	122	306	1
197	123	306	4
197	124	306	7
197	125	306	17
197	126	306	17
197	127	306	17
197	128	306	17
197	129	306	17
197	130	307	16
197	131	307	16
197	132	308	15
197	133	308	15
197	134	308	16
197	135	308	16
197	136	308	16
197	137	308	16
197	138	308	16
197	139	308	16
197	140	307	18
197	141	306	21
197	142	306	21
197	143	306	21
197	144	306	20
197	145	306	20
197	146	306	17
197	147	306	17
197	148	306	16
197	149	306	16
197	150	306	16
197	151	306	16
197	152	306	16
197	153	307	15
197	154	310	12
197	155	310	12
197	156	310	8
197	157	314	4
200	458	323	5
200	459	322	7
200	460	322	9
200	461	322	12
200	466	400	14
200	467	400	14
200	468	400	14
200	469	400	14
200	470	400	14
200	471	400	14
200	472	356	12
200	472	375	39
200	473	356	58
200	474	356	58
200	475	356	58
200	476	356	58
200	477	356	58
200	478	356	58
200	479	356	58
200	480	356	60
200	481	356	60
200	482	356	60
200	483	356	60
200	484	356	60
200	485	356	60
200	486	356	60
200	487	356	60
200	488	356	60
200	489	356	60
200	490	356	60
200	491	356	60
200	492	356	60
200	493	356	60
200	494	356	60
200	495	356	60
200	496	356	60
200	497	356	60
200	498	306	13
200	498	324	92
200	499	306	110
200	500	306	110
200	501	306	110
200	502	306	110
200	503	306	110
200	504	306	110
200	505	306	110
200	506	306	110
200	507	306	110
200	508	306	110
200	509	306	110
200	510	306	110
200	511	306	110
200	512	306	110
200	513	306	110
200	514	306	110
200	515	306	110
200	516	306	110
200	517	306	110
200	518	306	110
200	519	306	110
200	520	306	110
200	521	306	110
200	522	306	110
200	523	306	110
200	524	306	110
200	525	306	110
200	526	306	110
200	527	306	110
200	528	306	110
200	529	306	110
200	530	306	110
200	531	306	110
200	532	306	110
200	533	306	110
200	534	306	110
200	535	306	110
200	536	306	110
200	537	306	110
200	538	306	110
200	539	306	110
200	540	306	110
200	541	306	110
200	542	306	110
200	543	306	110
200	544	306	110
200	545	306	110
200	546	306	110
200	547	306	110
200	548	306	110
200	549	306	110
200	550	306	110
200	551	306	110
200	552	306	110
200	553	306	110
200	554	306	110
200	555	306	110
200	556	306	110
200	557	306	110
200	558	306	110
200	559	306	110
201	496	278	9
201	497	276	11
201	498	272	34
201	499	265	41
201	500	263	43
201	501	259	47
201	502	259	47
201	503	259	47
201	504	259	47
201	505	259	47
201	506	259	47
201	507	259	47
201	508	259	47
201	509	259	47
201	510	259	47
201	511	256	50
201	512	256	50
201	513	256	50
201	514	256	50
201	515	256	50
201	516	256	50
201	517	256	50
201	518	256	50
201	519	256	50
201	520	256	50
201	521	256	50
201	522	256	50
201	523	256	50
201	524	256	50
201	525	256	50
201	526	256	50
201	527	256	50
201	528	224	82
201	529	224	82
201	530	224	82
201	531	224	82
201	532	224	82
201	533	224	82
201	534	224	82
201	535	224	82
201	536	224	82
201	537	224	82
201	538	224	82
201	539	224	82
201	540	224	82
201	541	224	82
201	542	224	82
201	543	224	82
201	544	224	82
201	545	224	82
201	546	224	82
201	547	224	82
201	548	224	82
201	549	224	82
201	550	224	82
201	551	224	82
201	552	224	82
201	553	224	82
201	554	224	82
201	555	224	82
201	556	224	82
201	557	224	82
201	558	224	82
201	559	224	82
202	400	393	23
202	401	394	22
202	402	394	22
202	403	395	21
202	404	396	20
202	405	396	20
202	406	397	19
202	407	398	18
202	408	398	18
202	409	398	18
202	410	398	18
202	411	398	18
202	412	398	18
202	413	398	18
202	414	398	18
202	415	398	18
202	416	398	18
202	417	398	18
202	418	396	20
202	419	394	22
202	420	393	23
202	421	393	23
202	422	392	24
202	423	391	25
202	424	379	37
202	425	379	37
202	426	379	37
202	427	379	37
202	428	379	37
202	429	379	37
202	430	325	29
202	430	379	37
202	431	325	29
202	431	379	37
202	432	325	29
202	432	379	37
202	433	325	29
202	433	379	37
202	434	326	28
202	434	379	37
202	435	326	28
202	435	379	37
202	436	326	28
202	436	379	37
202	437	326	28
202	437	379	37
202	438	326	29
202	438	379	37
202	439	326	30
202	439	379	37
202	440	326	30
202	440	379	37
202	441	322	35
202	441	378	38
202	442	322	35
202	442	377	39
202	443	322	35
202	443	376	40
202	444	322	35
202	444	381	35
202	445	322	35
202	445	391	25
202	446	322	35
202	446	393	23
202	447	322	35
202	447	394	22
202	448	322	35
202	448	394	22
202	449	322	35
202	449	394	22
202	450	322	35
202	450	394	22
202	451	322	34
202	451	393	23
202	452	322	34
202	452	393	23
202	453	322	34
202	453	393	23
202	454	322	34
202	454	393	23
202	455	322	33
202	455	393	23
202	456	322	33
202	456	393	23
202	457	322	32
202	457	392	24
202	458	322	1
202	458	328	26
202	458	392	24
202	459	329	24
202	459	392	24
202	460	331	21
202	460	392	24
202	461	392	24
202	462	392	24
202	463	392	24
202	464	392	24
202	465	392	24
202	466	414	2
202	467	414	2
202	468	414	2
202	469	414	2
202	470	414	2
202	471	414	2
202	472	414	2
202	473	414	2
