doodad_id,x,y,z,roll,pitch,yaw,scale,start_phase,native_entry
1361,6435.569,13259.075,940.856,0.0,-0.0,-142.000057,1.0,4824,game/worlds/main_world/level_design/cells/006_012/doodad.g
1361,6436.575,13255.206,939.936,0.0,0.0,-53.000016,1.0,4824,game/worlds/main_world/level_design/cells/006_012/doodad.g
1361,6454.536,13232.563,933.541,0.0,0.0,145.999996,1.0,4824,game/worlds/main_world/level_design/cells/006_012/doodad.g
1361,6458.857,13240.269,936.913,0.0,0.0,-19.999983,1.0,4824,game/worlds/main_world/level_design/cells/006_012/doodad.g
1366,6133.72,12693.514,1037.36,0.0,0.0,0.0,1.0,4780,game/worlds/main_world/level_design/cells/005_012/doodad.g
1366,6139.91,12677.911,1037.09,0.0,0.0,0.0,1.0,4780,game/worlds/main_world/level_design/cells/005_012/doodad.g
1366,6143.72,12698.068,1036.09,0.0,0.0,0.0,1.0,4780,game/worlds/main_world/level_design/cells/005_012/doodad.g
1366,6144.168335,12673.813,1036.69,0.0,0.0,0.0,1.0,4780,game/worlds/main_world/level_design/cells/006_012/doodad.g
1366,6153.67786,12657.959,1037.47,0.0,0.0,0.0,1.0,4780,game/worlds/main_world/level_design/cells/006_012/doodad.g
1366,6159.676,12727.938,1035.72,0.0,0.0,0.0,1.0,4780,game/worlds/main_world/level_design/cells/006_012/doodad.g
1366,6160.3362,12660.998,1036.3,0.0,0.0,0.0,1.0,4780,game/worlds/main_world/level_design/cells/006_012/doodad.g
1366,6163.0505,12701.416,1034.89,0.0,0.0,0.0,1.0,4780,game/worlds/main_world/level_design/cells/006_012/doodad.g
1366,6164.3865,12650.221,1038.11,0.0,0.0,0.0,1.0,4780,game/worlds/main_world/level_design/cells/006_012/doodad.g
1366,6164.5433,12744.47,1037.32,0.0,0.0,0.0,1.0,4780,game/worlds/main_world/level_design/cells/006_012/doodad.g
1366,6169.0017,12684.547,1034.55,0.0,0.0,0.0,1.0,4780,game/worlds/main_world/level_design/cells/006_012/doodad.g
1366,6177.7042,12724.414,1033.92,0.0,0.0,0.0,1.0,4780,game/worlds/main_world/level_design/cells/006_012/doodad.g
1366,6179.6444,12747.28,1034.95,0.0,0.0,0.0,1.0,4780,game/worlds/main_world/level_design/cells/006_012/doodad.g
1366,6182.7268,12649.111,1037.17,0.0,0.0,0.0,1.0,4780,game/worlds/main_world/level_design/cells/006_012/doodad.g
1366,6182.8633,12715.146,1034.37,0.0,0.0,0.0,1.0,4780,game/worlds/main_world/level_design/cells/006_012/doodad.g
1366,6186.63,12680.399,1034.5,0.0,0.0,0.0,1.0,4780,game/worlds/main_world/level_design/cells/006_012/doodad.g
1366,6188.3552,12711.516,1034.42,0.0,0.0,0.0,1.0,4780,game/worlds/main_world/level_design/cells/006_012/doodad.g
1366,6192.8545,12745.262,1036.81,0.0,0.0,0.0,1.0,4780,game/worlds/main_world/level_design/cells/006_012/doodad.g
1366,6195.9978,12700.947,1033.99,0.0,0.0,0.0,1.0,4780,game/worlds/main_world/level_design/cells/006_012/doodad.g
1366,6197.9893,12686.892,1034.2,0.0,0.0,0.0,1.0,4780,game/worlds/main_world/level_design/cells/006_012/doodad.g
1366,6203.5087,12734.386,1039.22,0.0,0.0,0.0,1.0,4780,game/worlds/main_world/level_design/cells/006_012/doodad.g
1366,6206.5553,12660.656,1034.55,0.0,0.0,0.0,1.0,4780,game/worlds/main_world/level_design/cells/006_012/doodad.g
1366,6210.5175,12724.125,1037.1,0.0,0.0,0.0,1.0,4780,game/worlds/main_world/level_design/cells/006_012/doodad.g
1366,6216.2665,12712.409,1035.64,0.0,0.0,0.0,1.0,4780,game/worlds/main_world/level_design/cells/006_012/doodad.g
1366,6222.0818,12692.232,1035.01,0.0,0.0,0.0,1.0,4780,game/worlds/main_world/level_design/cells/006_012/doodad.g
1366,6223.3514,12674.208,1035.96,0.0,0.0,0.0,1.0,4780,game/worlds/main_world/level_design/cells/006_012/doodad.g
1366,6227.3746,12680.155,1036.12,0.0,0.0,0.0,1.0,4780,game/worlds/main_world/level_design/cells/006_012/doodad.g
1592,10266.948,15276.989,240.573,0.0,0.0,-39.999992,1.0,2558,game/worlds/main_world/level_design/cells/010_014/doodad.g
2422,6484.544,12377.207,720.53,0.0,0.0,0.0,1.0,5122,game/worlds/main_world/level_design/cells/006_012/doodad.g
2422,6484.609,12384.6611,719.736,0.0,0.0,0.0,1.0,5122,game/worlds/main_world/level_design/cells/006_012/doodad.g
2422,6491.048,12371.5098,720.882,0.0,0.0,0.0,1.0,5122,game/worlds/main_world/level_design/cells/006_012/doodad.g
2422,6491.345,12381.7749,719.628,0.0,0.0,0.0,1.0,5122,game/worlds/main_world/level_design/cells/006_012/doodad.g
2422,6493.345,12375.3528,720.513,0.0,0.0,0.0,1.0,5122,game/worlds/main_world/level_design/cells/006_012/doodad.g
2954,11444.792,15341.42,196.938,0.0,0.0,0.0,1.0,6652,game/worlds/main_world/level_design/cells/011_014/doodad.g
2954,11456.853,15352.31,197.003,0.0,0.0,0.0,1.0,6652,game/worlds/main_world/level_design/cells/011_014/doodad.g
2954,11471.313,15343.93,196.938,0.0,0.0,0.0,1.0,6652,game/worlds/main_world/level_design/cells/011_014/doodad.g
2954,11474.959,15329.931,196.938,0.0,0.0,0.0,1.0,6652,game/worlds/main_world/level_design/cells/011_014/doodad.g
2954,11530.772,15343.4,195.221,0.0,0.0,0.0,1.0,6652,game/worlds/main_world/level_design/cells/011_014/doodad.g
2954,11537.147,15339.94,195.69,0.0,0.0,0.0,1.0,6652,game/worlds/main_world/level_design/cells/011_014/doodad.g
2954,11675.5,15212.946,180.319,0.0,0.0,0.0,1.0,6652,game/worlds/main_world/level_design/cells/011_014/doodad.g
2954,11705.681,15227.428,179.972,0.0,0.0,0.0,1.0,6652,game/worlds/main_world/level_design/cells/011_014/doodad.g
2954,11428.922,15378.3328,196.468,0.0,0.0,0.0,1.0,6652,game/worlds/main_world/level_design/cells/011_015/doodad.g
2954,11459.299,15360.059326,197.841,0.0,0.0,0.0,1.0,6652,game/worlds/main_world/level_design/cells/011_015/doodad.g
2954,11464.779,15418.338,198.484,0.0,0.0,0.0,1.0,6652,game/worlds/main_world/level_design/cells/011_015/doodad.g
2954,11485.62,15414.99,197.373,0.0,0.0,0.0,1.0,6652,game/worlds/main_world/level_design/cells/011_015/doodad.g
2954,11487.615,15395.8492,196.235,0.0,0.0,0.0,1.0,6652,game/worlds/main_world/level_design/cells/011_015/doodad.g
2955,13007.162,15559.947,185.865,0.0,0.0,0.0,1.0,6655,game/worlds/main_world/level_design/cells/012_015/doodad.g
2955,13012.997,15570.06,186.283,0.0,0.0,0.0,1.0,6655,game/worlds/main_world/level_design/cells/012_015/doodad.g
2955,13084.38,15495.751,205.047,0.0,0.0,0.0,1.0,6655,game/worlds/main_world/level_design/cells/012_015/doodad.g
2991,11905.467,16403.3862,286.872,0.0,0.0,0.0,1.0,6770,game/worlds/main_world/level_design/cells/011_016/doodad.g
4615,10474.333,13401.458,243.546,3.507836,-3.627874,108.788847,1.0,11378,game/worlds/main_world/level_design/cells/010_013/doodad.g
4615,10485.454,13405.6858,243.749,4.252301,1.828432,104.729365,1.0,11378,game/worlds/main_world/level_design/cells/010_013/doodad.g
4615,10508.215,13395.9854,242.675,2e-06,1e-06,102.999968,1.0,11378,game/worlds/main_world/level_design/cells/010_013/doodad.g
4615,10508.957,13380.9812,242.422,-0.297355,1.535033,108.476525,1.0,11378,game/worlds/main_world/level_design/cells/010_013/doodad.g
5382,10492.426,13372.9727,242.496,-1.563347,-0.026208,28.480911,1.0,13915,game/worlds/main_world/level_design/cells/010_013/doodad.g
5382,10510.658,13389.9856,242.404,1.367086,-0.758902,-121.528529,1.0,13915,game/worlds/main_world/level_design/cells/010_013/doodad.g
11597,8036.457,13547.585,821.887,0.0,-0.0,-165.000027,1.0,32935,game/worlds/main_world/level_design/cells/007_013/doodad.g
11597,8040.55,13548.654,822.026,0.0,-0.0,-172.000007,1.0,32935,game/worlds/main_world/level_design/cells/007_013/doodad.g
11597,8045.053,13549.246,822.01,0.0,-0.0,-168.999999,1.0,32935,game/worlds/main_world/level_design/cells/007_013/doodad.g
11603,7540.372,12843.58,760.269,0.0,0.0,-115.000108,1.0,32969,game/worlds/main_world/level_design/cells/007_012/doodad.g
11606,7532.968,12415.759,658.527,0.0,0.0,0.0,1.0,32986,game/worlds/main_world/level_design/cells/007_012/doodad.g
11606,7543.063,12425.16,658.582,0.0,0.0,0.0,1.0,32986,game/worlds/main_world/level_design/cells/007_012/doodad.g
11606,7552.364,12403.766,658.742,0.0,0.0,0.0,1.0,32986,game/worlds/main_world/level_design/cells/007_012/doodad.g
11606,7553.839,12419.845,658.82,0.0,0.0,0.0,1.0,32986,game/worlds/main_world/level_design/cells/007_012/doodad.g
11606,7578.505,12400.436,658.53,0.0,0.0,0.0,1.0,32986,game/worlds/main_world/level_design/cells/007_012/doodad.g
11606,7582.667,12410.808,658.713,0.0,0.0,0.0,1.0,32986,game/worlds/main_world/level_design/cells/007_012/doodad.g
11606,7593.406,12402.135,658.708,0.0,0.0,0.0,1.0,32986,game/worlds/main_world/level_design/cells/007_012/doodad.g
11606,7599.297,12413.339,658.501,0.0,0.0,0.0,1.0,32986,game/worlds/main_world/level_design/cells/007_012/doodad.g
11607,7756.911,12540.419,671.065,0.0,0.0,-66.000006,1.0,32989,game/worlds/main_world/level_design/cells/007_012/doodad.g
11607,7789.572,12530.044,670.133,0.0,-0.0,-137.999948,1.0,32989,game/worlds/main_world/level_design/cells/007_012/doodad.g
11607,7820.956,12488.814,669.049,0.0,0.0,0.0,1.0,32989,game/worlds/main_world/level_design/cells/007_012/doodad.g
11607,7827.461,12522.901,670.968,0.0,-0.0,-137.999948,1.0,32989,game/worlds/main_world/level_design/cells/007_012/doodad.g
11607,7849.272,12484.234,671.003,0.0,0.0,-66.000006,1.0,32989,game/worlds/main_world/level_design/cells/007_012/doodad.g
11607,7868.235,12477.815,672.533,0.0,0.0,-39.999992,1.0,32989,game/worlds/main_world/level_design/cells/007_012/doodad.g
11607,7895.157,12530.124,671.786,0.0,0.0,0.0,1.0,32989,game/worlds/main_world/level_design/cells/007_012/doodad.g
11607,7914.398,12525.451,672.589,0.0,0.0,0.0,1.0,32989,game/worlds/main_world/level_design/cells/007_012/doodad.g
11607,7923.299,12502.339,673.449,0.0,0.0,-60.999941,1.0,32989,game/worlds/main_world/level_design/cells/007_012/doodad.g
11612,7588.788,12872.742,766.516,0.0,0.0,5.0,1.0,32999,game/worlds/main_world/level_design/cells/007_012/doodad.g
11613,7593.869,12875.093,766.399,0.0,-0.0,-174.999995,1.0,33002,game/worlds/main_world/level_design/cells/007_012/doodad.g
11641,8451.355,13293.44,672.209,0.0,0.0,-21.000059,1.0,33028,game/worlds/main_world/level_design/cells/008_012/doodad.g
11641,8464.031,13306.61,672.479,0.0,0.0,-21.000059,1.0,33028,game/worlds/main_world/level_design/cells/008_012/doodad.g
11641,8466.262,13283.209,672.584,0.0,0.0,-21.000059,1.0,33028,game/worlds/main_world/level_design/cells/008_012/doodad.g
11641,8470.918,13296.66,672.811,0.0,0.0,-21.000059,1.0,33028,game/worlds/main_world/level_design/cells/008_012/doodad.g
11641,8406.794,13330.0859,674.868,0.0,0.0,-21.000059,1.0,33028,game/worlds/main_world/level_design/cells/008_013/doodad.g
11641,8419.663,13324.0366,673.853,0.0,0.0,-21.000059,1.0,33028,game/worlds/main_world/level_design/cells/008_013/doodad.g
11641,8423.761,13336.8889,675.766,0.0,0.0,-21.000059,1.0,33028,game/worlds/main_world/level_design/cells/008_013/doodad.g
11641,8427.477,13343.2534,676.451,0.0,0.0,37.000055,1.0,33028,game/worlds/main_world/level_design/cells/008_013/doodad.g
11641,8428.09,13349.9946,677.054,0.0,0.0,37.000055,1.0,33028,game/worlds/main_world/level_design/cells/008_013/doodad.g
11641,8430.982,13350.3853,676.629,0.0,0.0,37.000055,1.0,33028,game/worlds/main_world/level_design/cells/008_013/doodad.g
11641,8432.228,13354.5874,676.767,0.0,0.0,37.000055,1.0,33028,game/worlds/main_world/level_design/cells/008_013/doodad.g
11641,8434.575,13312.042725,672.411,0.0,0.0,-21.000059,1.0,33028,game/worlds/main_world/level_design/cells/008_013/doodad.g
11641,8436.419,13384.4949,680.032,0.0,0.0,37.000055,1.0,33028,game/worlds/main_world/level_design/cells/008_013/doodad.g
11641,8437.405,13383.9646,679.826,0.0,0.0,37.000055,1.0,33028,game/worlds/main_world/level_design/cells/008_013/doodad.g
11641,8439.404,13385.9331,679.88,0.0,0.0,37.000055,1.0,33028,game/worlds/main_world/level_design/cells/008_013/doodad.g
11641,8439.925,13329.5664,672.843,0.0,0.0,-21.000059,1.0,33028,game/worlds/main_world/level_design/cells/008_013/doodad.g
11641,8440.074,13381.1152,679.204,0.0,0.0,37.000055,1.0,33028,game/worlds/main_world/level_design/cells/008_013/doodad.g
11641,8440.383,13387.8328,679.955,0.0,0.0,37.000055,1.0,33028,game/worlds/main_world/level_design/cells/008_013/doodad.g
11641,8446.756,13344.0488,675.075,0.0,0.0,-21.000059,1.0,33028,game/worlds/main_world/level_design/cells/008_013/doodad.g
11641,8446.798,13399.1978,680.494,0.0,0.0,-21.000059,1.0,33028,game/worlds/main_world/level_design/cells/008_013/doodad.g
11641,8449.508,13314.31323,672.992,0.0,0.0,-21.000059,1.0,33028,game/worlds/main_world/level_design/cells/008_013/doodad.g
11641,8449.909,13358.9216,677.044,0.0,0.0,-31.999963,1.0,33028,game/worlds/main_world/level_design/cells/008_013/doodad.g
11641,8451.427,13353.5439,676.534,0.0,0.0,-31.999963,1.0,33028,game/worlds/main_world/level_design/cells/008_013/doodad.g
11641,8452.243,13360.4753,677.372,0.0,0.0,0.0,1.0,33028,game/worlds/main_world/level_design/cells/008_013/doodad.g
11641,8452.543,13353.3711,676.58,0.0,0.0,0.0,1.0,33028,game/worlds/main_world/level_design/cells/008_013/doodad.g
11641,8452.915,13330.9673,674.328,0.0,0.0,-21.000059,1.0,33028,game/worlds/main_world/level_design/cells/008_013/doodad.g
11641,8453.601,13374.4868,678.64,0.0,0.0,0.0,1.0,33028,game/worlds/main_world/level_design/cells/008_013/doodad.g
11641,8454.368,13384.7397,679.354,0.0,0.0,-21.000059,1.0,33028,game/worlds/main_world/level_design/cells/008_013/doodad.g
11641,8454.91,13368.9763,678.276,0.0,0.0,37.000055,1.0,33028,game/worlds/main_world/level_design/cells/008_013/doodad.g
11641,8456.705,13373.3289,678.736,0.0,0.0,0.0,1.0,33028,game/worlds/main_world/level_design/cells/008_013/doodad.g
11641,8461.435,13392.2607,680.226,0.0,0.0,-21.000059,1.0,33028,game/worlds/main_world/level_design/cells/008_013/doodad.g
11641,8472.366,13385.1841,680.528,0.0,0.0,-21.000059,1.0,33028,game/worlds/main_world/level_design/cells/008_013/doodad.g
11641,8473.934,13384.9463,680.62,0.0,0.0,37.000055,1.0,33028,game/worlds/main_world/level_design/cells/008_013/doodad.g
11641,8478.026,13382.2705,680.901,0.0,0.0,37.000055,1.0,33028,game/worlds/main_world/level_design/cells/008_013/doodad.g
11648,7423.098,12609.634,730.765,0.0,0.0,-71.999961,1.0,33188,game/worlds/main_world/level_design/cells/007_012/doodad.g
11673,6618.795,12147.348,717.738,0.0,0.0,16.999954,1.0,33281,game/worlds/main_world/level_design/cells/006_011/doodad.g
11679,6720.4,12341.3511,697.833,0.0,0.0,-102.000013,1.0,33292,game/worlds/main_world/level_design/cells/006_012/doodad.g
11679,6726.468,12352.8125,699.02,0.0,-0.0,-168.000055,1.0,33292,game/worlds/main_world/level_design/cells/006_012/doodad.g
11679,6740.045,12345.5342,697.907,0.0,0.0,97.000045,1.0,33292,game/worlds/main_world/level_design/cells/006_012/doodad.g
11679,6792.429,12308.1436,693.573,0.0,-0.0,-142.000057,1.0,33292,game/worlds/main_world/level_design/cells/006_012/doodad.g
11679,6821.608,12321.521,691.165,0.0,-0.0,-142.000057,1.0,33292,game/worlds/main_world/level_design/cells/006_012/doodad.g
11679,6842.41,12355.9312,692.13,0.0,-0.0,-160.000033,1.0,33292,game/worlds/main_world/level_design/cells/006_012/doodad.g
11679,6855.815,12332.9878,689.439,0.0,0.0,174.999972,1.0,33292,game/worlds/main_world/level_design/cells/006_012/doodad.g
11679,6868.626,12387.6304,688.004,0.0,-0.0,-155.999996,1.0,33292,game/worlds/main_world/level_design/cells/006_012/doodad.g
11679,6869.94,12370.0884,689.798,0.0,-0.0,-155.999996,1.0,33292,game/worlds/main_world/level_design/cells/006_012/doodad.g
11679,6870.539,12356.1689,689.843,0.0,0.0,-58.000065,1.0,33292,game/worlds/main_world/level_design/cells/006_012/doodad.g
11679,6886.203,12391.243,687.746,0.0,-0.0,-174.000038,1.0,33292,game/worlds/main_world/level_design/cells/006_012/doodad.g
11679,6892.109,12316.3228,682.654,0.0,-0.0,-134.000027,1.0,33292,game/worlds/main_world/level_design/cells/006_012/doodad.g
11679,6895.917,12366.0127,686.287,0.0,0.0,153.000042,1.0,33292,game/worlds/main_world/level_design/cells/006_012/doodad.g
11679,6897.72,12387.0942,687.431,0.0,0.0,135.000013,1.0,33292,game/worlds/main_world/level_design/cells/006_012/doodad.g
11679,6914.034,12307.5615,680.926,0.0,-0.0,-160.000033,1.0,33292,game/worlds/main_world/level_design/cells/006_012/doodad.g
11679,6915.767,12345.145,683.583,0.0,-0.0,-160.000033,1.0,33292,game/worlds/main_world/level_design/cells/006_012/doodad.g
11679,6936.995,12361.0688,683.042,0.0,0.0,151.00003,1.0,33292,game/worlds/main_world/level_design/cells/006_012/doodad.g
11679,6950.363,12399.741,689.607,0.0,0.0,165.999921,1.0,33292,game/worlds/main_world/level_design/cells/006_012/doodad.g
11679,6969.22,12299.6431,684.938,0.0,0.0,44.999955,1.0,33292,game/worlds/main_world/level_design/cells/006_012/doodad.g
11679,6993.414,12321.5154,684.625,0.0,0.0,63.000061,1.0,33292,game/worlds/main_world/level_design/cells/006_012/doodad.g
11679,7011.01,12327.3315,685.484,0.0,0.0,63.000061,1.0,33292,game/worlds/main_world/level_design/cells/006_012/doodad.g
11874,7119.681,13289.78,1024.01,0.0,0.0,-25.999992,1.0,34163,game/worlds/main_world/level_design/cells/006_012/doodad.g
11874,6989.928,13361.99,1022.48,0.0,0.0,21.999997,1.0,34163,game/worlds/main_world/level_design/cells/006_013/doodad.g
11874,7010.37,13361.4988,1024.12,0.0,0.0,-87.999941,1.0,34163,game/worlds/main_world/level_design/cells/006_013/doodad.g
11874,7040.089,13344.5444,1024.05,0.0,0.0,-59.999988,1.0,34163,game/worlds/main_world/level_design/cells/006_013/doodad.g
11874,7057.429,13366.3625,1023.85,0.0,0.0,-25.999992,1.0,34163,game/worlds/main_world/level_design/cells/006_013/doodad.g
11874,7070.055,13317.14038,1024.2,0.0,0.0,-59.999988,1.0,34163,game/worlds/main_world/level_design/cells/006_013/doodad.g
11874,7070.993,13392.8989,1026.61,0.0,0.0,-7.000008,1.0,34163,game/worlds/main_world/level_design/cells/006_013/doodad.g
11874,7099.444,13413.168,1033.01,0.0,0.0,-25.999992,1.0,34163,game/worlds/main_world/level_design/cells/006_013/doodad.g
11874,7104.662,13444.386,1038.54,0.0,0.0,-73.000036,1.0,34163,game/worlds/main_world/level_design/cells/006_013/doodad.g
11874,7124.7,13422.725,1036.63,0.0,0.0,-114.000066,1.0,34163,game/worlds/main_world/level_design/cells/006_013/doodad.g
11874,7131.804,13459.384,1049.8,0.0,0.0,-25.999992,1.0,34163,game/worlds/main_world/level_design/cells/006_013/doodad.g
11874,7161.99,13460.592,1060.14,0.0,-0.0,-119.999942,1.0,34163,game/worlds/main_world/level_design/cells/006_013/doodad.g
11874,7168.872803,13291.26,1027.86,0.0,0.0,-87.999941,1.0,34163,game/worlds/main_world/level_design/cells/007_012/doodad.g
11874,7186.8179,13344.4934,1034.65,0.0,0.0,-25.999992,1.0,34163,game/worlds/main_world/level_design/cells/007_013/doodad.g
11874,7187.0811,13466.274,1061.36,0.0,0.0,130.000045,1.0,34163,game/worlds/main_world/level_design/cells/007_013/doodad.g
11874,7195.7913,13417.969,1049.18,0.0,0.0,132.999996,1.0,34163,game/worlds/main_world/level_design/cells/007_013/doodad.g
11874,7195.9697,13397.4817,1040.58,0.0,0.0,-87.999941,1.0,34163,game/worlds/main_world/level_design/cells/007_013/doodad.g
11874,7196.8535,13446.841,1059.69,0.0,0.0,-59.999988,1.0,34163,game/worlds/main_world/level_design/cells/007_013/doodad.g
11874,7223.3535,13395.4629,1044.35,0.0,0.0,160.000033,1.0,34163,game/worlds/main_world/level_design/cells/007_013/doodad.g
11883,6525.289,13345.3062,967.081,0.0,0.0,0.0,1.0,34243,game/worlds/main_world/level_design/cells/006_013/doodad.g
11883,6525.434,13343.4233,967.157,0.0,0.0,0.0,1.0,34243,game/worlds/main_world/level_design/cells/006_013/doodad.g
11883,6526.348,13344.7493,967.258,0.0,0.0,0.0,1.0,34243,game/worlds/main_world/level_design/cells/006_013/doodad.g
11883,6529.555,13338.7974,968.203,0.0,0.0,0.0,1.0,34243,game/worlds/main_world/level_design/cells/006_013/doodad.g
11883,6529.81,13339.6851,968.243,0.0,-87.99958,0.0,1.0,34243,game/worlds/main_world/level_design/cells/006_013/doodad.g
11883,6530.529,13340.0359,968.215,0.0,0.0,0.0,1.0,34243,game/worlds/main_world/level_design/cells/006_013/doodad.g
11884,6502.804,13368.0625,967.811,0.0,0.0,-106.000077,1.0,34245,game/worlds/main_world/level_design/cells/006_013/doodad.g
11884,6503.705,13373.9231,968.335,0.0,-0.0,-141.000042,1.0,34245,game/worlds/main_world/level_design/cells/006_013/doodad.g
11884,6504.671,13377.1067,968.903,0.0,-0.0,-145.999996,1.0,34245,game/worlds/main_world/level_design/cells/006_013/doodad.g
11884,6505.162,13375.0171,968.628,0.0,0.0,-106.000077,1.0,34245,game/worlds/main_world/level_design/cells/006_013/doodad.g
11884,6505.899,13365.3105,968.028,0.0,0.0,-77.999938,1.0,34245,game/worlds/main_world/level_design/cells/006_013/doodad.g
11884,6508.127,13366.3025,968.072,0.0,0.0,-106.000077,1.0,34245,game/worlds/main_world/level_design/cells/006_013/doodad.g
11885,6515.404,13386.29,969.493,0.0,0.0,0.0,1.0,34248,game/worlds/main_world/level_design/cells/006_013/doodad.g
11885,6520.954,13383.0269,969.854,0.0,0.0,0.0,1.0,34248,game/worlds/main_world/level_design/cells/006_013/doodad.g
11885,6549.571,13347.7295,968.913,0.0,0.0,0.0,1.0,34248,game/worlds/main_world/level_design/cells/006_013/doodad.g
11888,6181.6326,13066.354,1103.2,0.0,0.0,-87.000067,1.0,34255,game/worlds/main_world/level_design/cells/006_012/doodad.g
11888,6182.0653,13065.621,1103.2,0.0,0.0,0.0,1.0,34255,game/worlds/main_world/level_design/cells/006_012/doodad.g
11982,5965.832,12707.247,1139.81,0.0,0.0,88.999957,1.0,34759,game/worlds/main_world/level_design/cells/005_012/doodad.g
11982,5979.096,12717.795,1135.89,0.0,0.0,98.000068,1.0,34759,game/worlds/main_world/level_design/cells/005_012/doodad.g
11982,5992.848,12721.744,1132.55,0.0,0.0,102.999968,1.0,34759,game/worlds/main_world/level_design/cells/005_012/doodad.g
11982,5994.07,12800.266,1126.6,0.0,0.0,-85.999943,1.0,34759,game/worlds/main_world/level_design/cells/005_012/doodad.g
11982,5996.347,12689.896,1134.15,0.0,0.0,-87.999941,1.0,34759,game/worlds/main_world/level_design/cells/005_012/doodad.g
11982,5996.868,12740.458,1130.86,0.0,0.0,-87.999941,1.0,34759,game/worlds/main_world/level_design/cells/005_012/doodad.g
