doodad_id,x,y,z,roll_degrees,pitch_degrees,yaw_degrees,scale,start_phase
13733,21074.176,31011.097,875.366,0,0,137.000067,1,40514
13734,21071.936,31010.605,875.381,0,0,171.000002,1,40516
13735,21074.223,31007.094,875.382,0,0,44.00006,1,40518
13736,21072.074,31005.747,875.358,0,0,-8.999998,1,40520
14553,21072.078,31010.391,875.442,0,-0,-167.000029,1,42861
14554,21015.242,31041.885,876.02,0,0,132.999996,1,42882
14579,19764.278,30329.08,491.314,0,0,119.999942,1,42988
14650,22573.7327,29829.871,559.493,0,0,0,1,43211
14650,22575.6987,29828.388,559.444,0,0,0,1,43211
14667,21072.068,31010.333,875.451,0,-0,-167.000029,1,43247
14671,20341.211,29794.4612,378.6,0,0,86.999905,1,43261
14707,22577.2217,29829.342,559.475,0,0,117.000001,1,43395
14775,18719.435,30286.898,375.595,0,0,25.000047,1,43625
14823,18843.747,29604.837,439.227,89.429949,16.927243,19.468428,0.783315,43850
14827,18723.53,30289.805,375.53,0,0,31.999963,1,43858
14828,18723.667,30287.298,375.155,0,0,34.000045,1,43860
14830,18725.733,30288.822,375.099,0,0,31.999963,1,43865
14835,20891.118,31528.354,1059.35,10.000006,-0,175.000007,1,43872
14838,500.138,38351.343,131.287,0,0,0,1,43884
14885,21011.806,31339.534,977.903,0,0,90.000035,1,43979
14892,21009.999,31333.577,977.494,0,0,82,1,43973
14893,21011.267,31336.862,977.589,0,0,94.999947,1,43974
14894,21010.951,31329.434,977.454,0,0,70.000087,1,43975
14895,21009.568,31324.752,976.75,0,0,-80.999993,1,44665
14895,21010.074,31342.582,978.202,0,0,49.99997,1,44665
14896,21012.956,31333.344,977.641,0,0,86.999905,1,43987
14897,18737.295,30280.693,372.664,0,-0,-160.99998,1,43989
14898,18709.924,30314.847,404.443,0,-0,-153.000042,1,43992
14900,21011.735,31326.812,977.299,0,0,73.000036,1,44000
14902,21010.074,31333.565,977.498,0,0,-98.000068,1,44009
14905,21007.315,31337.123,979.259,26.000046,-0,31.000003,1,44020
14907,20896.194,31508.508,1062.58,15.000015,0.000001,38.000031,1,44032
14908,20696.022,31710.096,1077.37,-7.989178,-0.417333,-129.970834,1,44055
14914,32049.625,36645.365,339.326,0,0,-45.999987,1,44071
14915,32049.632,36645.349,339.32,0,0,132.999996,1,44080
14916,32550.028,36787.653,274.345,0,0,-58.000065,1,44090
14916,32571.699,36731.482,260.059,0,0,128.000003,1,44090
14916,32578.776,36799.111,276.807,0,0,143.000005,1,44090
14916,32579.959,36828.047,280.948,0,0,-87.999941,1,44090
14916,32587.111,36774.543,268.079,0,-0,-140.999936,1,44090
14916,32597.033,36863.04,286.033,0,0,97.000045,1,44090
14916,32599.253,36847.48,282.002,0,0,166.000032,1,44090
14916,32601.186,36685.241,255.812,0,0,87.999941,1,44090
14916,32610.033,36811.222,274.859,0,0,-12.999977,1,44090
14916,32631.655,36753.668,261.816,0,0,2,1,44090
14916,32635.321,36835.162,274.223,0,0,-2.999993,1,44090
14916,32652.597,36680.196,248.775,0,0,163.000051,1,44090
14916,32666.51,36832.369,272.163,0,0,82,1,44090
14916,32672.897,36762.042,263.305,0,0,21.999997,1,44090
14916,32680.956,36854.17,276.837,0,-0,-143.000005,1,44090
14916,32683.832,36682.031,248.695,0,0,65.000048,1,44090
14916,32689.879,36730.364,256.902,0,0,138.000061,1,44090
14916,32694.677,36786.218,264.583,0,0,88.999957,1,44090
14916,32703.105,36686.865,247.832,0,0,23.000014,1,44090
14916,32712.269,36713.817,254.024,0,0,-61.99998,1,44090
14916,32726.414,36679.82,246.647,0,0,-55.000061,1,44090
14916,32736.542,36655.904,245.647,0,0,-44.00006,1,44090
14916,32744.12,36799.264,262.885,0,0,88.999957,1,44090
14916,32756.73,36727.642,250.202,0,-0,-139.00001,1,44090
14916,32760.85,36810.049,263.543,0,0,146.000087,1,44090
14916,32582.173,36899.283,303.253,0,-0,-142.000057,1,44090
14916,32598.338,36890.6028,297.759,0,0,-12.999977,1,44090
14916,32610.306,36923.0354,309.522,0,0,-42.999983,1,44090
14916,32618.678,36907.7939,300.465,0,0,87.999941,1,44090
14916,32646.62,36922.9312,303.901,0,0,29.000009,1,44090
14916,32671.99,36919.5156,296.222,0,0,29.000009,1,44090
14916,32676.54,36883.1919,283.067,0,0,37.000055,1,44090
14916,32728.536,36921.1335,293.5,0,-0,-144.999987,1,44090
14916,32772.50342,36632.355,246.628,0,0,5,1,44090
14916,32779.7876,36703.364,245.188,0,0,75.000084,1,44090
14916,32782.6765,36660.345,246.51,0,0,70.999996,1,44090
14916,32783.0786,36810.888,259.404,0,0,-113.000026,1,44090
14916,32797.6565,36837.543,264.678,0,0,146.000087,1,44090
14916,32812.7998,36861.84,272.463,0,-0,-176.999968,1,44090
14916,32820.7732,36800.014,255.858,0,0,88.999957,1,44090
14916,32822.0703,36685.871,242.886,0,0,124.000031,1,44090
14916,32835.7192,36824.974,262.502,0,0,130.999982,1,44090
14916,32839.8257,36707.078,241.841,0,0,9.999998,1,44090
14916,32847.3042,36860.64,268.575,0,0,-48.999958,1,44090
14916,32879.25,36737.171,240.181,0,0,171.999985,1,44090
14916,32922.589,36845.37,269.264,0,0,-21.999997,1,44090
14916,32929.056,36792.244,253.89,0,0,-44.999955,1,44090
14916,32983.365,36845.33,270.353,0,-0,-179.00001,1,44090
14916,32774.92944,36908.8909,287.084,0,-0,-171.000002,1,44090
14916,32791.1882,36876.6211,277.597,0,0,29.000009,1,44090
14916,32805.4275,36929.051,291.983,0,0,151.00003,1,44090
14916,32820.2996,36909.0002,283.905,0,0,-71.000017,1,44090
14916,32870.28,36914.467,284.781,0,0,48.999958,1,44090
14916,32880.877,36864.554199,271.306,0,0,51.999978,1,44090
14916,32912.003,36883.574,276.123,0,-0,-153.000042,1,44090
14919,33203.413,36537.436,336.379,51.999978,0,0,1,44112
14919,33204.067,36529.873,336.379,-48.567141,14.865575,-11.968933,1,44112
14919,33211.429,36558.709,336.64,0,0,0,1,44112
14919,33212.659,36549.207,336.64,-48.000048,-0.000026,-83.000078,1,44112
14919,33224.729,36531.225,338.738,-35.484831,36.245114,-132.116206,1,44112
14919,33233.696,36561.27,335.712,-7.000011,14.000029,-33.999958,1,44112
14919,33239.486,36583.143,325.545,0,0,0,1,44112
14919,33257.236,36544.01,339.014,0,0,0,1,44112
14919,33263.522,36543.255,340.547,-0.000051,-33.999965,-58.999967,1,44112
14919,33268.725,36536.738,341.361,0,0,0,1,44112
14919,33273.571,36581.621,326.15,0,0,0,1,44112
14920,33191.345,36568.635,331.139,-61.99998,0,0,1,44114
14920,33208.438,36569.222,331.774,0,0,0,1,44114
14920,33229.677,36568.217,333.3,-35.000027,0,0,1,44114
14920,33231.869,36514.098,340.572,0,0,0,1,44114
14920,33242.615,36516.646,344.235,-170.543568,60.879957,76.984565,1,44114
14920,33245.915,36513.094,344.888,40.999991,0.000006,-16.000055,1,44114
14920,33251.749,36507.629,343.467,-47.982794,-1.509294,-17.31244,1,44114
14920,33263.48,36520.618,342.949,0,0,0,1,44114
14921,32023.604,36840,281.402,0,0,-99.000006,1,44116
14921,32136.048,36692.524,246.479,0,0,-63.000061,1,44116
14921,32198.206,36859.15,249.51,0,0,137.999948,1,44116
14921,32220.959,36737.583,246.54,-0,1,176.999992,1,44116
14921,32065.933,36917.6897,284.839,0,-0,-121.000021,1,44116
14922,32055.578,36835.947,274.622,0,-0,-148.999996,1,44125
14928,31736.35,35766.775,218.026,0,0,0,1,44177
14928,31774.4636,35752.675,221.134,0,-0,-160.000033,1,44177
14929,31039.658,35473.161,137.157,7.158293,-19.962399,-0.499075,1,44181
14929,31046.921,35495.696,139.554,9.724346,3.784459,2.980505,1,44181
14929,31118.417,35606.489,150.515,0,0,0,1,44181
14929,31125.778,35485.017,136.612,8.604518,0.791514,2.771073,1,44181
14929,31177.065,35586.545,149.639,9.000009,0,0,1,44181
14929,31177.806,35691.5,150.854,14.012197,-2.963031,-0.469724,1,44181
14929,31185.408,35463.309,136.929,0,-8.999997,0,1,44181
14929,31196.719,35611.263,154.12,14.012197,-2.963031,-0.469724,1,44181
14929,31197.979,35454.319,140.264,7.158293,-19.962399,-0.499075,1,44181
14929,31252.302,35742.199,156.416,0,0,0,1,44181
14929,31254.833,35457.47,152.13,-9.395476,0.791514,2.77108,1,44181
14929,31262.096,35520.664,192.311,11.999965,-17.000037,0.000003,1,44181
14929,31266.629,35641.074,203.736,0,-25.000047,0,1,44181
14929,31291.534,35643.338,212.945,0,-8.999997,0,1,44181
14929,31327.927,35698.963,174.74,-11.999947,0,0,1,44181
14929,31333.157,35791.535,171.395,0,0,0,1,44181
14929,31342.262,35624.985,215.117,0,0,0,1,44181
14929,31359.902,35511.659,209.108,0,0,0,1,44181
14929,31362.639,35586.734,211.563,0,0,0,1,44181
14929,31428.781,35439.335,205.734,0,0,0,1,44181
14929,31431.082,35784.436,183.123,0,0,0,1,44181
14929,31478.846,35455.363,204.815,0,0,0,1,44181
14929,31501.359,35781.475,191.09,0,0,0,1,44181
14929,31516.81,35673.207,250.437,0,0,0,1,44181
14929,31525.173,35581.683,253.479,0,0,0,1,44181
14929,31529.1,35462.55,203.028,0,0,0,1,44181
14929,31530.635,35532.568,216.873,0,0,0,1,44181
14929,31539.806,35838.03,188.228,0,0,0,1,44181
14929,31543.036,35789.852,195.064,-12.999977,0,0,1,44181
14929,31544.954,35705.275,236.731,0,0,0,1,44181
14929,31569.068,35610.919,254.231,0,0,0,1,44181
14929,31593.575,35770.273,211.619,0,0,0,1,44181
14929,31603.891,35580.631,218.469,0,0,0,1,44181
14929,31614.749,35611.659,220.656,0,0,0,1,44181
14929,31659.48,35635.098,218.328,0,0,0,1,44181
14929,31667.207,35775.895,215.699,0,0,0,1,44181
14930,31117.823,35614.063,149.657,0,0,0,1,44183
14930,31184.376,35695.321,150.955,0,0,-99.000006,1,44183
14930,31190.005,35462.013,138.128,0,0,0,1,44183
14930,31252.461,35747.19,156.561,0,0,0,1,44183
14930,31290.567,35648.707,212.077,0,0,-49.99997,1,44183
14930,31354.716,35514.984,211.854,0,0,0,1,44183
14930,31436.169,35784.94,184.872,0,0,0,1,44183
14930,31436.735,35437.608,206.42,0,0,0,1,44183
14930,31515.214,35677.702,249.698,0,0,0,1,44183
14930,31549.721,35788.334,197.22,0,0,0,1,44183
14930,31614.499,35727.429,235.503,0,0,-67.000007,1,44183
14938,32198.925,35598.771,271.236,0,0,-76.000087,1,44201
14939,32200.583,35599.853,271.069,0,0,126.99994,1,44202
14942,31611.221,35722.144,236.087,0,0,-16.999954,1,44205
14943,31594.591,35683.018,242.097,0,0,0,1,44206
14944,31558.066,35643.157,248.544,0,0,-104.999956,1,44207
14946,32824.1406,35217.674,389.327,0,0,-39.999992,1,44209
14955,33044.421,35490.988,354.18,0,0,-82.999995,1,44226
14956,33043.724,35489.084,354.029,0,0,-90.999928,1,44227
14957,33404.907,35654.959,365.061,0,0,66.000006,1,44228
14958,33406.337,35656.47,365.004,0,0,65.000048,1,44229
14959,32927.588,35635.944,327.044,1.000001,0,0,1.67,44230
14959,33017.897,35625.376,324.776,1.000001,0,0,1.67,44230
14959,33018.118,35537.698,324.966,1.000001,0,0,1.67,44230
14959,33049.306,35606.584,327.126,1.000001,0,0,1.67,44230
14959,33050.857,35506.808,325.59,0,0,0,1.67,44230
14959,33084.177,35476.941,327.77,0,0,0,1.67,44230
14959,33095.765,35475.861,327.747,0,0,0,1.67,44230
14959,33115.962,35517.565,328.19,0,0,0,1.67,44230
14959,33117.208,35437.889,329.258,-3.966469,1.591468,73.3149,3.40798,44230
14959,33122.165,35498.97,329.133,-3.96646,1.591461,73.3149,2.72807,44230
14959,33138.247,35434.006,328.689,-3.966469,1.591468,73.3149,3.40798,44230
14959,33138.573,35417.477,330.187,0,0,0,1.67,44230
14959,33141.734,35478.127,329.279,0,0,0,1.67,44230
14959,33152.49,35402.327,333.094,-12.999977,0,0,1.52,44230
