doodad_id,x,y,z,roll,pitch,yaw,scale,start_phase,zone_key,native_entry
705,8929.46,12683.062,318.975,0.0,0.0,74.999926,1.0,1370,143,game/worlds/main_world/level_design/cells/008_012/doodad.g
705,8935.626,12650.647,316.036,-11.25116,0.613938,-168.87529,1.0,1370,143,game/worlds/main_world/level_design/cells/008_012/doodad.g
705,8936.239,12650.186,316.016,-9.98996,-5.238327,160.643387,1.0,1370,143,game/worlds/main_world/level_design/cells/008_012/doodad.g
706,10495.51,12895.745,155.548,8.127923,5.927022,-101.46026,1.0,177,244,game/worlds/main_world/level_design/cells/010_012/doodad.g
825,10601.343,13186.728,232.574,0.0,0.0,-95.170548,1.0,209,244,game/worlds/main_world/level_design/cells/010_012/doodad.g
828,10612.882,13267.276,233.985,0.0,0.0,84.999971,1.0,403,244,game/worlds/main_world/level_design/cells/010_012/doodad.g
839,10564.644,13208.506,233.625,-0.726393,2.910805,-14.018504,1.0,357,244,game/worlds/main_world/level_design/cells/010_012/doodad.g
839,10566.65,13206.548,233.625,5.90949,-1.040033,99.946214,1.0,357,244,game/worlds/main_world/level_design/cells/010_012/doodad.g
867,10647.062,13257.747,233.875,0.302185,-0.59607,-131.372884,1.0,392,244,game/worlds/main_world/level_design/cells/010_012/doodad.g
874,10491.11,13353.1675,242.649,-9.262866,-3.820585,12.017191,1.0,880,244,game/worlds/main_world/level_design/cells/010_013/doodad.g
874,10496.574,13334.2358,245.074,36.125391,12.238929,125.559688,1.0,880,244,game/worlds/main_world/level_design/cells/010_013/doodad.g
874,10516.587,13280.749,240.937,10.291039,-18.910114,116.807965,1.0,880,244,game/worlds/main_world/level_design/cells/010_012/doodad.g
874,10520.345,13242.411,241.593,18.052798,-11.067395,75.019428,1.0,880,244,game/worlds/main_world/level_design/cells/010_012/doodad.g
874,10526.644,13210.411,239.945,-8.094409,-7.844722,131.774209,1.0,880,244,game/worlds/main_world/level_design/cells/010_012/doodad.g
874,10527.407,13196.28,242.022,9.019182,5.570454,65.257821,1.0,880,244,game/worlds/main_world/level_design/cells/010_012/doodad.g
874,10537.285,13259.609,234.483,-9.019182,-5.570454,-114.742105,1.0,880,244,game/worlds/main_world/level_design/cells/010_012/doodad.g
874,10543.49,13324.5173,240.472,-9.015899,19.124423,-113.80551,1.0,880,244,game/worlds/main_world/level_design/cells/010_013/doodad.g
874,10545.528,13363.2222,242.522,6.972396,-2.423353,-61.679836,1.0,880,244,game/worlds/main_world/level_design/cells/010_013/doodad.g
874,10550.751,13279.723,234.232,-10.848132,3.012554,-169.067798,1.0,880,244,game/worlds/main_world/level_design/cells/010_012/doodad.g
874,10551.3,13139.25,236.292,4.148485,-10.47048,63.837936,1.0,880,244,game/worlds/main_world/level_design/cells/010_012/doodad.g
874,10570.05,13311.09,236.519,3.969646,-4.454234,25.278784,1.0,880,244,game/worlds/main_world/level_design/cells/010_012/doodad.g
874,10577.833,13150.094,237.376,8.094405,7.844733,-48.225903,1.0,880,244,game/worlds/main_world/level_design/cells/010_012/doodad.g
874,10578.896,13294.09,235.216,-2.863653,-14.073195,-107.819593,1.0,880,244,game/worlds/main_world/level_design/cells/010_012/doodad.g
874,10590.619,13137.347,237.355,16.364294,-10.657572,104.557546,1.0,880,244,game/worlds/main_world/level_design/cells/010_012/doodad.g
874,10591.434,13293.56,237.632,-8.094409,-7.844722,131.774209,1.0,880,244,game/worlds/main_world/level_design/cells/010_012/doodad.g
874,10595.448,13146.492,236.302,11.129834,-1.676596,4.054879,1.0,880,244,game/worlds/main_world/level_design/cells/010_012/doodad.g
874,10602.395,13042.197,232.812,-8.329914,7.593993,-142.335576,1.0,880,244,game/worlds/main_world/level_design/cells/010_012/doodad.g
874,10626.162,13326.5173,239.134,9.187853,-6.52673,30.693299,1.0,880,244,game/worlds/main_world/level_design/cells/010_013/doodad.g
874,10647.072,13331.1655,239.32,6.923644,9.672277,-48.459548,1.0,880,244,game/worlds/main_world/level_design/cells/010_013/doodad.g
874,10658.332,13328.875,239.187,4.999831,-10.000425,90.007582,1.0,880,244,game/worlds/main_world/level_design/cells/010_013/doodad.g
874,10663.345,13345.6472,239.3,-8.497171,-8.327131,141.573654,1.0,880,244,game/worlds/main_world/level_design/cells/010_013/doodad.g
874,10670.818,13325.5132,237.926,8.836464,-6.996768,33.676979,1.0,880,244,game/worlds/main_world/level_design/cells/010_013/doodad.g
874,10671.195,13275.892,236.009,-19.569711,7.968598,-156.659952,1.0,880,244,game/worlds/main_world/level_design/cells/010_012/doodad.g
874,10677.134,13232.729,234.754,20.737178,-3.82059,12.017113,1.0,880,244,game/worlds/main_world/level_design/cells/010_012/doodad.g
874,10678.261,13266.154,235.116,-9.836939,-5.493702,146.691425,1.0,880,244,game/worlds/main_world/level_design/cells/010_012/doodad.g
874,10688.802,13403.1848,244.59,-6.652025,-3.202274,73.653994,1.0,880,244,game/worlds/main_world/level_design/cells/010_013/doodad.g
874,10707.396,13220.781,230.191,11.038153,2.206388,-15.568493,1.0,880,244,game/worlds/main_world/level_design/cells/010_012/doodad.g
874,10711.445,13282.829,238.385,-8.329903,7.593989,-142.335574,1.0,880,244,game/worlds/main_world/level_design/cells/010_012/doodad.g
874,10715.015,13334.1331,247.028,11.185954,1.242158,-10.660101,1.0,880,244,game/worlds/main_world/level_design/cells/010_013/doodad.g
874,10717.178,13233.728,235.695,-16.521979,11.296511,-141.457159,1.0,880,244,game/worlds/main_world/level_design/cells/010_012/doodad.g
874,10751.038,13258.133,243.091,19.853111,-1.730906,9.885197,1.0,880,244,game/worlds/main_world/level_design/cells/010_012/doodad.g
924,15546.519,11561.056,106.215,0.0,0.0,65.000074,1.0,1289,257,game/worlds/main_world/level_design/cells/015_011/doodad.g
927,15063.262,11855.697,121.388,0.0,0.0,0.0,1.0,1310,257,game/worlds/main_world/level_design/cells/014_011/doodad.g
927,15079.367,11837.565,122.528,0.0,0.0,0.0,1.0,1310,257,game/worlds/main_world/level_design/cells/014_011/doodad.g
927,15087.853,11885.905,123.191,0.0,0.0,0.0,1.0,1310,257,game/worlds/main_world/level_design/cells/014_011/doodad.g
927,15119.235,11908.151,125.289,0.0,0.0,0.0,1.0,1310,257,game/worlds/main_world/level_design/cells/014_011/doodad.g
927,15124.018,11853.794,123.463,-3e-06,-5.0,80.000025,1.0,1310,257,game/worlds/main_world/level_design/cells/014_011/doodad.g
927,15127.443,11875.326,123.49,0.0,0.0,65.000048,1.0,1310,257,game/worlds/main_world/level_design/cells/014_011/doodad.g
927,15127.887,11882.696,123.645,0.0,0.0,0.0,1.0,1310,257,game/worlds/main_world/level_design/cells/014_011/doodad.g
927,15128.218,11859.117,123.457,0.0,0.0,0.0,1.0,1310,257,game/worlds/main_world/level_design/cells/014_011/doodad.g
930,14882.643,12168.405,110.312,0.0,0.0,0.0,1.0,1304,257,game/worlds/main_world/level_design/cells/014_011/doodad.g
930,14897.753,12210.325,114.617,0.0,0.0,0.0,1.0,1304,257,game/worlds/main_world/level_design/cells/014_011/doodad.g
930,14898.828,12184.064,112.554,-9.699856,-1.708179,150.070179,1.0,1304,257,game/worlds/main_world/level_design/cells/014_011/doodad.g
930,14935.509,12126.167,107.281,-4.999994,-1e-06,144.999942,1.0,1304,257,game/worlds/main_world/level_design/cells/014_011/doodad.g
930,14949.749,12191.778,114.36,-17.107115,-7.053013,-149.561372,1.0,1304,257,game/worlds/main_world/level_design/cells/014_011/doodad.g
930,14966.651,12180.011,111.029,0.0,0.0,0.0,1.0,1304,257,game/worlds/main_world/level_design/cells/014_011/doodad.g
930,14985.113,12138.288,107.974,5.0,0.0,0.0,1.0,1304,257,game/worlds/main_world/level_design/cells/014_011/doodad.g
930,15070.747,12188.066,110.898,0.0,0.0,0.0,1.0,1304,257,game/worlds/main_world/level_design/cells/014_011/doodad.g
935,15499.734,12360.687,153.164,0.0,0.0,-99.999923,1.0,1330,257,game/worlds/main_world/level_design/cells/015_012/doodad.g
935,15516.772,12326.8115,150.417,0.0,0.0,-59.999988,1.0,1330,257,game/worlds/main_world/level_design/cells/015_012/doodad.g
935,15563.601,12392.125,156.486,0.0,0.0,45.000061,1.0,1330,257,game/worlds/main_world/level_design/cells/015_012/doodad.g
936,15548.834,12375.251,155.815,0.0,0.0,44.998953,1.0,1332,257,game/worlds/main_world/level_design/cells/015_012/doodad.g
1040,10886.493,12383.1807,133.507,0.0,0.0,179.000001,1.0,1356,133,game/worlds/main_world/level_design/cells/010_012/doodad.g
1040,10916.114,12466.741,134.922,0.0,0.0,87.000067,1.0,1356,133,game/worlds/main_world/level_design/cells/010_012/doodad.g
1040,10923.665,12354.512,118.067,0.0,0.0,139.999862,1.0,1356,133,game/worlds/main_world/level_design/cells/010_012/doodad.g
1040,10924.942,12397.051,136.692,0.0,0.0,0.0,1.0,1356,133,game/worlds/main_world/level_design/cells/010_012/doodad.g
1040,10948.865,12394.123,115.753,0.0,0.0,132.000113,1.0,1356,133,game/worlds/main_world/level_design/cells/010_012/doodad.g
1041,11108.15,12513.972,115.636,0.0,0.0,-74.000006,1.0,1358,133,game/worlds/main_world/level_design/cells/010_012/doodad.g
1185,15720.792,12618.0,167.0,0.0,0.0,179.000003,1.0,1714,257,game/worlds/main_world/level_design/cells/015_012/doodad.g
1352,12128.012,13295.84,165.544,0.0,0.0,0.0,1.0,3646,185,game/worlds/main_world/level_design/cells/011_012/doodad.g
1352,12129.564,13299.67,165.716,0.0,0.0,0.0,1.0,3646,185,game/worlds/main_world/level_design/cells/011_012/doodad.g
1352,12130.307,13301.2,165.739,0.0,0.0,0.0,1.0,3646,185,game/worlds/main_world/level_design/cells/011_012/doodad.g
1359,7273.551,13553.934,1148.86,0.0,0.0,0.0,1.0,34489,193,game/worlds/main_world/level_design/cells/007_013/doodad.g
1359,7285.902,13529.608,1153.8,0.0,0.0,0.0,1.0,34489,193,game/worlds/main_world/level_design/cells/007_013/doodad.g
1359,7294.509,13572.218,1154.05,0.0,0.0,0.0,1.0,34489,193,game/worlds/main_world/level_design/cells/007_013/doodad.g
1359,7300.311,13514.256,1155.57,0.0,0.0,0.0,1.0,34489,193,game/worlds/main_world/level_design/cells/007_013/doodad.g
1359,7301.444,13541.855,1154.65,0.0,0.0,0.0,1.0,34489,193,game/worlds/main_world/level_design/cells/007_013/doodad.g
1359,7304.899,13530.289,1156.23,0.0,0.0,0.0,1.0,34489,193,game/worlds/main_world/level_design/cells/007_013/doodad.g
1359,7314.272,13581.231,1156.95,0.0,0.0,0.0,1.0,34489,193,game/worlds/main_world/level_design/cells/007_013/doodad.g
1359,7318.854,13532.828,1158.86,0.0,0.0,0.0,1.0,34489,193,game/worlds/main_world/level_design/cells/007_013/doodad.g
1359,7322.609,13516.189,1157.79,0.0,0.0,0.0,1.0,34489,193,game/worlds/main_world/level_design/cells/007_013/doodad.g
1359,7323.834,13539.735,1159.08,0.0,0.0,0.0,1.0,34489,193,game/worlds/main_world/level_design/cells/007_013/doodad.g
1359,7344.185,13588.941,1161.28,0.0,0.0,0.0,1.0,34489,193,game/worlds/main_world/level_design/cells/007_013/doodad.g
1359,7351.868,13570.061,1159.13,0.0,0.0,0.0,1.0,34489,193,game/worlds/main_world/level_design/cells/007_013/doodad.g
1359,7353.398,13582.072,1161.04,0.0,0.0,0.0,1.0,34489,193,game/worlds/main_world/level_design/cells/007_013/doodad.g
1359,7358.518,13556.743,1158.32,0.0,0.0,0.0,1.0,34489,193,game/worlds/main_world/level_design/cells/007_013/doodad.g
1359,7371.421,13556.664,1159.9,0.0,0.0,0.0,1.0,34489,193,game/worlds/main_world/level_design/cells/007_013/doodad.g
1365,7112.542,13333.072,1067.48,0.0,0.0,0.0,1.0,2230,193,game/worlds/main_world/level_design/cells/006_013/doodad.g
1372,7025.764,12753.797,817.22,0.0,0.0,137.999948,1.0,2242,150,game/worlds/main_world/level_design/cells/006_012/doodad.g
1372,7047.144,12734.128,825.568,37.999193,-83.999546,-179.99945,1.0,2242,150,game/worlds/main_world/level_design/cells/006_012/doodad.g
1372,7063.829,12735.417,829.397,-4e-06,17.999957,-154.999972,1.0,2242,150,game/worlds/main_world/level_design/cells/006_012/doodad.g
1372,7070.528,12732.606,831.608,-111.000053,-5.8e-05,-158.000023,1.0,2242,150,game/worlds/main_world/level_design/cells/006_012/doodad.g
1372,7090.8,12751.263,865.012,73.000009,-74.999839,-155.000067,1.0,2242,150,game/worlds/main_world/level_design/cells/006_012/doodad.g
1372,7099.67,12700.881,844.612,-123.0,-74.999894,-154.999821,1.0,2242,150,game/worlds/main_world/level_design/cells/006_012/doodad.g
1372,7102.944,12701.116,845.573,-176.082861,-65.149377,130.912377,1.0,2242,150,game/worlds/main_world/level_design/cells/006_012/doodad.g
1372,7109.658,12728.259,855.856,-4.170223,-2.719556,-117.957833,1.0,2242,150,game/worlds/main_world/level_design/cells/006_012/doodad.g
1372,7112.017,12723.501,854.645,30.703186,-61.003738,-110.010582,1.0,2242,150,game/worlds/main_world/level_design/cells/006_012/doodad.g
1375,6960.346,13185.095,1028.7,0.0,0.0,0.0,1.0,4798,193,game/worlds/main_world/level_design/cells/006_012/doodad.g
1375,6963.051,13179.073,1028.62,0.0,0.0,0.0,1.0,4798,193,game/worlds/main_world/level_design/cells/006_012/doodad.g
1375,6964.276,13191.874,1029.42,0.0,0.0,0.0,1.0,4798,193,game/worlds/main_world/level_design/cells/006_012/doodad.g
1375,6967.237,13182.091,1027.91,0.0,0.0,0.0,1.0,4798,193,game/worlds/main_world/level_design/cells/006_012/doodad.g
1375,6968.402,13176.525,1028.19,0.0,0.0,0.0,1.0,4798,193,game/worlds/main_world/level_design/cells/006_012/doodad.g
1375,6973.423,13179.169,1027.3,0.0,0.0,0.0,1.0,4798,193,game/worlds/main_world/level_design/cells/006_012/doodad.g
1463,7581.267,13206.172,843.516,0.0,0.0,126.99994,1.0,2246,328,game/worlds/main_world/level_design/cells/007_012/doodad.g
1463,7585.875,13218.199,843.022,0.0,26.999957,0.0,1.0,2246,328,game/worlds/main_world/level_design/cells/007_012/doodad.g
1463,7600.193,13155.051,841.626,0.0,0.0,0.0,1.0,2246,328,game/worlds/main_world/level_design/cells/007_012/doodad.g
1463,7601.793,13152.712,841.542,0.0,0.0,0.0,1.0,2246,328,game/worlds/main_world/level_design/cells/007_012/doodad.g
1463,7603.301,13149.882,841.579,0.0,0.0,0.0,1.0,2246,328,game/worlds/main_world/level_design/cells/007_012/doodad.g
1463,7638.863,13182.773,832.217,13.649714,6.279665,155.752326,1.0,2246,328,game/worlds/main_world/level_design/cells/007_012/doodad.g
1463,7643.14,13184.537,832.052,0.0,0.0,0.0,1.0,2246,328,game/worlds/main_world/level_design/cells/007_012/doodad.g
1463,7649.71,13167.906,834.625,0.0,0.0,98.000068,1.0,2246,328,game/worlds/main_world/level_design/cells/007_012/doodad.g
1463,7650.681,13186.721,831.395,0.0,0.0,23.000014,1.0,2246,328,game/worlds/main_world/level_design/cells/007_012/doodad.g
1463,7680.64,13186.335,830.375,0.0,0.0,-74.999926,1.0,2246,328,game/worlds/main_world/level_design/cells/007_012/doodad.g
1463,7686.249,13186.756,829.813,-8.951519,-0.936936,84.073359,1.0,2246,328,game/worlds/main_world/level_design/cells/007_012/doodad.g
1463,7700.34,13166.813,832.988,0.0,0.0,0.0,1.0,2246,328,game/worlds/main_world/level_design/cells/007_012/doodad.g
1463,7706.513,13281.762,823.316,6.436339,24.208864,15.381792,1.0,2246,328,game/worlds/main_world/level_design/cells/007_012/doodad.g
1463,7731.322,13171.11,832.402,-9.999998,0.0,0.0,1.0,2246,328,game/worlds/main_world/level_design/cells/007_012/doodad.g
1463,7735.063,13174.863,832.359,-9.999998,0.0,0.0,1.0,2246,328,game/worlds/main_world/level_design/cells/007_012/doodad.g
1463,7755.849,13201.004,826.415,-17.999967,4e-06,-22.000026,1.0,2246,328,game/worlds/main_world/level_design/cells/007_012/doodad.g
1463,7758.354,13199.376,826.788,-20.000033,8e-06,11.000008,1.0,2246,328,game/worlds/main_world/level_design/cells/007_012/doodad.g
1503,7793.0,7858.0,186.0,0.0,0.0,-24.000046,1.0,2449,161,game/worlds/main_world/level_design/cells/007_007/doodad.g
1531,6998.215,12687.401,784.666,0.0,0.0,24.000046,1.0,2369,150,game/worlds/main_world/level_design/cells/006_012/doodad.g
1557,12711.282,10823.742,123.63,0.0,0.0,0.0,1.0,2471,149,game/worlds/main_world/level_design/cells/012_010/doodad.g
1557,12714.992,10831.895,123.519,0.0,0.0,0.0,1.0,2471,149,game/worlds/main_world/level_design/cells/012_010/doodad.g
1557,12766.149,10790.951,121.153,0.0,0.0,0.0,1.0,2471,149,game/worlds/main_world/level_design/cells/012_010/doodad.g
1557,12779.066,10856.747,113.623,0.0,0.0,0.0,1.0,2471,149,game/worlds/main_world/level_design/cells/012_010/doodad.g
1557,12829.025,10764.737,120.042,0.0,0.0,0.0,1.0,2471,149,game/worlds/main_world/level_design/cells/012_010/doodad.g
1557,12829.79,10897.664,109.037,0.0,0.0,0.0,1.0,2471,149,game/worlds/main_world/level_design/cells/012_010/doodad.g
1557,12868.773,10706.619,116.1,0.0,0.0,0.0,1.0,2471,149,game/worlds/main_world/level_design/cells/012_010/doodad.g
1557,12876.599,10700.772,115.385,0.0,0.0,0.0,1.0,2471,149,game/worlds/main_world/level_design/cells/012_010/doodad.g
1557,12898.535,10894.981,104.76,0.0,0.0,0.0,1.0,2471,149,game/worlds/main_world/level_design/cells/012_010/doodad.g
1557,12904.296,10932.29,106.946,0.0,0.0,0.0,1.0,2471,149,game/worlds/main_world/level_design/cells/012_010/doodad.g
1557,12908.952,10870.817,104.352,0.0,0.0,0.0,1.0,2471,149,game/worlds/main_world/level_design/cells/012_010/doodad.g
1746,13468.256,15550.727,235.824,0.0,-0.0,-166.000032,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13482.213,15522.847,235.801,0.0,0.0,-29.000009,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13486.599,15522.58,236.074,0.0,0.0,-116.999957,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13490.409,15490.092,241.686,0.0,0.0,155.000062,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13511.824,15520.04,242.687,0.0,0.0,109.999975,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13513.173,15524.821,242.417,0.0,0.0,132.999996,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13513.866,15526.09,242.499,0.0,0.0,-62.99991,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13515.122,15544.754,236.521,0.0,-0.0,-128.999969,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13518.68,15529.66,240.897,0.0,0.0,132.999996,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13519.495,15532.417,240.221,0.0,-0.0,-158.999956,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13520.871,15534.567,239.284,0.0,0.0,131.999918,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13531.947,15551.291,234.126,0.0,-0.0,-122.000021,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13537.184,15562.327,232.073,0.0,0.0,-105.999921,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13545.906,15576.372,228.56,0.0,0.0,-105.999921,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13547.565,15575.411,229.27,0.0,0.0,131.999918,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13565.621,15490.033,243.84,0.0,0.0,110.000007,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13613.058,15563.296,242.968,0.0,0.0,131.999918,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13615.381,15563.179,242.933,0.0,0.0,131.999918,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13617.662,15608.251,224.358,0.0,0.0,77.999938,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13618.792,15603.623,224.894,0.0,0.0,77.999938,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13627.571,15676.709,217.272,0.0,0.0,12.999977,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13628.167,15673.031,217.735,0.0,-0.0,-122.000021,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13636.473,15679.995,215.294,0.0,0.0,147.000056,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13649.954,15689.956,214.369,0.0,0.0,147.000056,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13668.585,15705.416,216.282,0.0,0.0,-9.999986,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13671.293,15706.097,216.597,0.0,0.0,147.000056,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13681.66,15705.537,218.694,0.0,0.0,-9.999986,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13681.808,15698.37,219.246,0.0,0.0,155.000062,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13682.357,15673.534,217.551,0.0,0.0,77.999938,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13682.561,15672.573,217.702,0.0,0.0,-29.000009,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13699.109,15751.045,221.666,0.0,0.0,147.000056,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13699.608,15743.863,221.618,0.0,0.0,147.000056,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13701.096,15755.615,221.603,0.0,0.0,147.000056,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13705.413,15700.592,227.25,0.0,0.0,-2.000011,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13706.035,15733.716,221.477,0.0,0.0,147.000056,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13713.275,15778.374,221.241,0.0,0.0,147.000056,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13718.386,15788.526,221.503,0.0,0.0,147.000056,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13719.891,15712.691,227.698,0.0,0.0,147.000056,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13726.894,15798.418,222.582,0.0,0.0,147.000056,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13729.654,15799.933,222.65,0.0,0.0,147.000056,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13736.671,15806.459,221.675,0.0,0.0,147.000056,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13749.735,15803.149,225.014,0.0,0.0,147.000056,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13751.362,15797.841,225.487,0.0,0.0,147.000056,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13757.138,15750.12,230.957,0.0,0.0,65.000048,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13760.588,15742.102,231.836,0.0,0.0,65.000048,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13762.801,15849.672,217.787,0.0,0.0,147.000056,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13763.602,15766.618,231.669,0.0,0.0,65.000048,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13763.914,15852.594,217.548,0.0,0.0,147.000056,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13764.564,15721.111,229.107,0.0,0.0,28.00002,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13765.218,15713.081,230.096,0.0,0.0,5.000012,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13765.598,15768.741,232.136,0.0,0.0,122.000021,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13766.398,15710.515,231.108,0.0,0.0,5.000012,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13767.365,15861.1,217.141,0.0,0.0,147.000056,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
1746,13768.709,15776.311,231.017,0.0,0.0,147.000056,1.0,3326,144,game/worlds/main_world/level_design/cells/013_015/doodad.g
2421,7040.258,12677.216,772.965,0.0,-0.0,-119.999942,1.0,5279,150,game/worlds/main_world/level_design/cells/006_012/doodad.g
2421,7043.094,12678.805,773.093,0.0,-0.0,-174.999984,1.0,5279,150,game/worlds/main_world/level_design/cells/006_012/doodad.g
2486,8632.356,8618.417,171.7,-0.601854,-0.798623,-86.995747,1.0,5284,162,game/worlds/main_world/level_design/cells/008_008/doodad.g
2486,8632.443,8607.37,170.676,-0.601854,-0.798623,-86.995747,1.0,5284,162,game/worlds/main_world/level_design/cells/008_008/doodad.g
2486,8655.17,8531.423,165.898,-0.601854,-0.798623,-86.995747,1.0,5284,162,game/worlds/main_world/level_design/cells/008_008/doodad.g
2486,8669.605,8604.391,170.226,-14.60185,-0.798615,-86.995773,1.0,5284,162,game/worlds/main_world/level_design/cells/008_008/doodad.g
